fiscal_year,base_year,sr_no,group_code,cmdty_code,description,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,fy_avg_index
2021-2022,2015-16,104,12,91,Personal Grooming Services,138.39,138.99,140.52,140.72,143.51,144.86,144.92,151.34,152.27,152.74,153.18,158.05,146.62
2021-2022,2015-16,105,12,92,Electrical Appliances for Personal,118.5,119.66,119.8,120.1,120.76,130.12,130.92,131.65,132.18,133.85,134.54,135.58,127.31
2021-2022,2015-16,106,12,93,Appliances/Articles/Products for P,144.24,145.68,147.2,148.63,149.52,150.4,151.09,152.39,154.47,155.48,157.63,164.14,151.74
2021-2022,2015-16,107,12,94,Personal Effects n.e.c.,196.65,195.18,200.13,203,211.02,211.64,215.02,215.56,223.16,224.96,226.92,233.75,213.08
2022-2023,2015-16,1,00,00,General,180.95,185.72,181.9,190.08,190.8,191.46,195.97,204.87,212.85,217.11,220.37,220.59,199.39
2022-2023,2015-16,2,01,00,Food and non-alcoholic Beverages,193.75,196.59,207.23,217.09,216.54,215.98,224.73,234.18,244.66,254.53,258.05,257.65,226.75
2022-2023,2015-16,3,01,01,Wheat,220.25,222.98,257.21,258.9,257.3,281.61,328,317.24,343.55,358.9,350.67,330.12,293.89
2022-2023,2015-16,4,01,02,Wheat flour,182.49,183.94,201.8,219.76,217.48,225.45,255.27,245.85,265.12,333.51,354.87,325.87,250.95
2022-2023,2015-16,5,01,03,Wheat products,196.93,202.89,217.8,224.06,228.88,233.24,260.52,268.6,278.52,290.97,303.67,301.3,250.62
2022-2023,2015-16,6,01,04,Besan,172.44,183.65,201.53,205.85,198.64,192.22,195.25,216.68,219.09,214.25,213.68,208.08,201.78
2022-2023,2015-16,7,01,05,Rice,192.5,200.08,205.41,208.61,210.69,223.02,254.59,278.87,288.08,297.83,303.57,316.38,248.3
2022-2023,2015-16,8,01,06,Bakery and confectionary,185.75,187.99,195.92,208.05,212.43,214.99,226.66,231.61,234.47,238.11,243.88,249.35,219.1
2022-2023,2015-16,9,01,07,Nimco,202.38,208.32,217.31,221.93,224.38,226.18,231.04,241.81,246.08,249.51,251.78,258.41,231.59
2022-2023,2015-16,10,01,08,Meat,219.27,221.55,222.99,227.65,228.34,228.87,229.07,233.5,235.41,240.46,251.27,257.54,232.99
2022-2023,2015-16,11,01,09,Chicken,195.81,173.22,195.83,203.63,193.28,203.78,253.96,304.46,293.32,267.99,298.29,318.43,241.83
2022-2023,2015-16,12,01,10,Fish,124.55,124.28,125.68,133.69,143.06,144.28,147.16,151.05,150.96,150.76,149,149,141.12
2022-2023,2015-16,13,01,11,Milk fresh,177.89,181.73,187.11,189.38,190.84,193.72,197.65,202.1,211.2,214.72,218.05,225.78,199.18
2022-2023,2015-16,14,01,12,Milk products,177.39,181.53,188.82,191.38,192.62,195.12,197.96,202.83,212.14,216.39,218.91,228.78,200.32
2022-2023,2015-16,15,01,13,Milk powder,165.6,168.42,178.84,183.07,188.51,191.46,194.99,206.83,208.81,210.29,215.29,218.39,194.21
2022-2023,2015-16,16,01,14,Eggs,225.77,242.76,277.23,275.71,290.44,318.63,332.52,321.62,281.66,309.29,331.24,286.06,291.08
2022-2023,2015-16,17,01,15,Butter,242.5,253.18,276.94,287.66,301.94,302.62,313.58,317.75,318.67,319.13,330.02,330.23,299.52
2022-2023,2015-16,18,01,16,Mustard oil,307.27,307.72,305.22,299.61,300.22,301.52,304.81,336.5,339.69,338.93,335.4,320.45,316.45
2022-2023,2015-16,19,01,17,Cooking oil,324.7,332.3,326.01,317.22,312.38,308.05,306.95,359.78,385.1,376.23,373.99,360.75,340.29
2022-2023,2015-16,20,01,18,Vegetable ghee,343.66,341.11,325.77,324.68,319.04,312.55,308.77,359.98,378.16,366.7,365.87,356.05,341.86
2022-2023,2015-16,21,01,19,Dry fruits,155.76,156.73,157.54,167.06,188.42,205.07,212.76,225.68,226.46,226.68,227.83,229.44,198.29
2022-2023,2015-16,22,01,20,Fresh fruits,181.56,145.28,145.31,161.28,158.1,179.23,188.53,217.05,260.54,287.1,278.02,274.25,206.35
2022-2023,2015-16,23,01,21,Pulse masoor,204.57,228.62,221.57,198.76,176.56,172.3,179.14,189.7,189.33,190.84,193.9,190.59,194.66
2022-2023,2015-16,24,01,22,Pulse moong,114.78,132.31,158.15,160.18,155.3,155.79,162.25,172.56,173.37,172.17,175.04,168.24,158.35
2022-2023,2015-16,25,01,23,Pulse mash,142.88,160.69,170.74,166.08,159,158.59,162.54,179.36,182.46,185.62,192.4,195.21,171.3
2022-2023,2015-16,26,01,24,Pulse gram,183.38,194.53,207.96,204.27,193.02,188.89,194.48,215.94,212.69,206.32,209.69,199.93,200.93
2022-2023,2015-16,27,01,25,Gram whohe,216.7,228.98,238.92,235.39,230.67,226.29,232.94,259.37,265.2,263.94,267.09,264.12,244.13
2022-2023,2015-16,28,01,26,Beans,196.47,202.5,209.01,211.15,213.41,221.54,227.92,246.89,260.3,270.07,277.94,287.33,235.38
2022-2023,2015-16,29,01,27,Potatoes,223.5,234.66,275.56,272.02,311.64,245.17,180.92,188.39,209.6,265.93,311.73,331.99,254.26
2022-2023,2015-16,30,01,28,Onions,202.86,202.51,194.7,323.91,435.4,478.88,525.5,435.56,322.57,195.66,131.18,148.99,299.81
2022-2023,2015-16,31,01,29,Tomatoes,164.72,251.78,337.04,476.29,430.75,198.33,120.96,107.55,121.71,145.23,103.28,132.53,215.85
2022-2023,2015-16,32,01,30,Fresh vegetables,188.21,213.51,261.98,286.83,211.04,158.52,158,180.07,191.27,209.05,186.66,171.02,201.35
2022-2023,2015-16,33,01,31,Sugar,142.35,142.29,140.96,141.47,146.66,151.24,149.93,150.09,168.83,199.52,194,199.12,160.54
2022-2023,2015-16,34,01,32,Gur,157.23,158.19,160.12,161.11,158.52,158.03,157.88,159.56,162.53,171.54,198.53,212.84,168.01
2022-2023,2015-16,35,01,33,Honey,156.51,165.75,165.75,166.25,166.11,167.14,168.16,168.15,171.43,171.79,172.88,172.59,167.71
2022-2023,2015-16,36,01,34,Sweetmeat,199.43,205.41,211.31,215,217.92,218.69,223.02,233.99,238.8,245.08,256.45,261.57,227.22
2022-2023,2015-16,37,01,35,Ice cream,149.17,154.93,165.52,170.61,171.8,171.8,172,172.02,184.05,184.12,192.6,196.37,173.75
2022-2023,2015-16,38,01,36,Condiments and Spices,174.89,178.29,185.67,185.02,187.52,191.55,194.66,205.07,214.94,218.36,223.86,224.7,198.71
2022-2023,2015-16,39,01,37,Dessert preparation,156.22,162.09,176.45,185.52,186.73,197.31,204.1,238.23,243.94,254.62,262.58,262.43,210.85
2022-2023,2015-16,40,01,38,Tea,173.4,175.86,196.24,215.51,247.38,250.3,252.3,253.13,325.18,331.42,337.35,339.05,258.09
2022-2023,2015-16,41,01,39,Beverages,150.57,154.76,157.93,159.35,160.01,163.66,164.09,171.38,191.53,196.24,198.62,205.21,172.78
2022-2023,2015-16,42,02,00,"Alcoholic Beverages, Tobacco",187.28,193.6,206.74,209.33,212.67,213.06,213.22,240.99,374.9,375.93,377.76,377.89,265.28
2022-2023,2015-16,43,02,40,Cigarettes,171.44,176.54,191.04,193.39,193.73,194.04,194.23,224.61,382.6,382.76,382.88,382.88,255.85
2022-2023,2015-16,44,02,41,Pan prepared,269.99,282.61,288.67,292.57,311.54,312.34,312.34,326.48,334.7,340.26,351.01,351.8,314.53
2022-2023,2015-16,45,03,00,Clothing and footwear,168.85,174.62,174.86,176.6,178.94,180.13,181.13,183.44,194.04,196.25,197,199.16,183.75
2022-2023,2015-16,46,03,42,Cotton cloth,177.68,185.98,186.23,187.02,189,189.97,190.01,193.87,219.65,221.99,222.33,223.29,198.92
2022-2023,2015-16,47,03,43,Woolen cloth,160.08,162.06,162.27,172.25,174.44,177.98,178.41,178.63,189.24,191.5,191.79,194.69,177.78
2022-2023,2015-16,48,03,44,Readymade garments,151.4,163.28,163.56,165.44,166.13,166.58,167.42,167.73,175.47,176.32,177.02,183.66,168.67
2022-2023,2015-16,49,03,45,Woolen readymade garments,159.54,159.54,159.54,159.7,180,185.5,186.86,186.87,186.87,186.87,186.87,186.87,177.09
2022-2023,2015-16,50,03,46,Tailoring,171.38,179.26,179.69,180.27,181.39,182.15,184.55,192.29,194.5,201.76,201.97,203.12,187.69
2022-2023,2015-16,51,03,47,Hosiry,165.12,165.33,165.56,166.35,168.45,169.37,176.03,176.79,188.24,189.95,190.77,193.58,176.3
2022-2023,2015-16,52,03,48,Dopatta,141.78,145.46,147.1,147.84,151.31,152.57,152.87,153.39,160.22,164.14,164.43,167.18,154.02
2022-2023,2015-16,53,03,49,Cleaning and laundring,193.74,206.78,206.85,208.12,209.23,209.85,213.26,222.48,224.07,227.36,233.19,238.6,216.13
2022-2023,2015-16,54,03,50,Footware,179.97,180.24,180.26,180.32,180.41,180.41,180.61,180.66,180.76,180.87,182.93,183.45,180.91
2022-2023,2015-16,55,04,00,"Housing, water, Elec., Gas and other fuels",170.45,179.33,147.5,163.5,163.42,162.56,164.86,171.88,173.72,171.9,173.07,172.95,167.93
2022-2023,2015-16,56,04,51,House rent,147.94,147.94,147.94,149.54,149.54,149.54,152.02,152.02,152.02,153.59,153.59,153.59,150.77
2022-2023,2015-16,57,04,52,Construcion input items,188.42,202.61,206.07,211.67,212.59,215.81,217.5,229.49,232.51,236.18,239.53,247.65,220
2022-2023,2015-16,58,04,53,Construction wage rates,177.08,183.05,184.17,184.71,185.82,188.1,189.25,190.86,198.02,200.38,200.95,203.67,190.51
2022-2023,2015-16,59,04,54,Water supply,166.58,166.58,170.32,170.32,171.56,171.56,171.56,171.98,172.57,172.8,175.39,175.39,171.38
2022-2023,2015-16,60,04,55,Garbage collection,200.69,207.57,207.57,207.57,207.57,207.65,207.65,208.44,209.09,209.09,209.09,209.67,207.64
2022-2023,2015-16,61,04,56,Electricity charges,245.55,294,101.93,193.25,192.6,186.17,187.78,184.78,196.25,179.64,184.89,190.25,194.76
2022-2023,2015-16,62,04,57,Gas charges,216.94,216.94,216.94,216.94,216.94,216.94,216.94,353.22,353.22,353.22,353.22,353.22,273.72
2022-2023,2015-16,63,04,58,Liquified Hydrocarbons,260.68,282.91,300.85,266.63,258.48,258.74,266,360.56,348.85,337.57,347.85,285.62,297.9
2022-2023,2015-16,64,04,59,Solid Fuel,137.45,138.87,143.8,146.3,154.89,165.16,170.49,177.82,178.96,179.01,178.94,179.02,162.56
2022-2023,2015-16,65,05,00,Furnishing and household equipment maintenance,168.11,171.9,179.01,184.97,189.7,194.05,196.16,206.59,217.4,222.82,229.36,233.01,199.42
2022-2023,2015-16,66,05,60,Furniture and furnishing,164.9,168.75,172.49,177.89,181.23,182.82,185.41,193.32,199.22,201.34,205.25,207.75,186.7
2022-2023,2015-16,67,05,61,Carpets,125.99,128.62,129.13,129.24,131.62,131.78,132.62,134.27,140.05,142.18,143.3,143.94,134.4
2022-2023,2015-16,68,05,62,Household textiles,145.37,145.55,145.97,150.38,158.69,160.06,160.64,161.42,166.48,167.72,168.2,168.3,158.23
2022-2023,2015-16,69,05,63,Household equipments,171.13,173.47,176.98,180.45,182.62,183.32,184.43,200.41,221.57,228.57,234.55,237.3,197.9
2022-2023,2015-16,70,05,64,Plastic products,150.17,150.67,158.42,158.76,160.98,161.78,162.95,169.88,174.77,177.73,183.41,188.52,166.5
2022-2023,2015-16,71,05,65,Major tools & equipments,169.47,170.05,171.69,173.63,174.41,174.6,179.46,188.8,204.25,206.53,208.4,208.84,185.84
2022-2023,2015-16,72,05,66,Washing soap/detergents/match box,182.01,189.07,204.77,212.39,220.1,231.34,235.26,248.04,259.69,268.66,280.18,287.72,234.94
2022-2023,2015-16,73,05,67,Household servant,153.66,155.26,156.64,164.49,166.65,166.66,167.21,172.54,174.47,175.54,178.34,178.35,167.48
2022-2023,2015-16,74,06,00,Health,171.68,174.36,176.15,179.22,182,183.92,190.17,196.23,197.03,200.69,201.87,203.22,188.05
2022-2023,2015-16,75,06,68,Drugs and medicines,174.21,174.89,177.38,181.83,185.64,188.95,196.61,204.5,203.87,207.6,209.39,210.24,192.93
2022-2023,2015-16,76,06,69,Therapeutic Appliances and Equipme,123.13,123.38,123.95,124.75,126.97,127.06,127.13,127.9,128.98,132.06,132.07,132.81,127.52
2022-2023,2015-16,77,06,70,Doctor (MBBS) clinic fee,213.19,225.85,226.5,229.62,232.48,232.94,248.16,252.15,254.96,254.96,256.28,258.55,240.47
2022-2023,2015-16,78,06,71,Dental services,138.06,144.65,145.05,145.8,146.92,148.34,148.94,150.8,153.74,153.74,154.48,155.77,148.86
2022-2023,2015-16,79,06,72,Medical tests,149.45,149.69,154.26,156.42,157.3,159.82,159.91,168.2,170.22,170.59,171.1,173.33,161.69
2022-2023,2015-16,80,06,73,Hospitals services,148.22,148.56,148.75,149.66,151.29,151.42,151.47,154.82,156.31,163.91,164.09,165.42,154.49
2022-2023,2015-16,81,07,00,Transport,246.08,245.69,250.71,245.33,245.03,243.22,242.19,271.89,281.79,285.69,285.67,279.52,260.23
2022-2023,2015-16,82,07,74,Motor vehicles,188.32,211.09,205.96,207.19,208.62,208.82,209.85,231.51,247.09,253.28,255.16,255.24,223.51
2022-2023,2015-16,83,07,75,Motor vehicle accessories,174.77,183.85,193.44,196.59,201.64,202.17,203.23,218.88,226.07,231.65,240.59,241.29,209.51
2022-2023,2015-16,84,07,76,Motor fuel,319.65,311.34,321.28,307.71,307.69,302.09,300.29,349.92,360.75,369.15,368.91,352.95,330.98
2022-2023,2015-16,85,07,77,Mechanical services,162.87,166.83,170.3,173.59,175.94,176.37,182.74,185.22,192.33,195.66,197.39,201.53,181.73
2022-2023,2015-16,86,07,78,Motor vehicle tax,136.37,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,147.52
2022-2023,2015-16,87,07,79,Transport services,181.74,181.33,182.9,184.85,182,184.73,181.95,191.27,198.25,193.65,191.69,195.54,187.49
2022-2023,2015-16,88,08,00,Communication,113.57,113.61,113.68,114.37,114.4,114.49,114.53,117.76,122.1,122.29,123,123.07,117.24
2022-2023,2015-16,89,08,80,Postal services,184.35,184.35,185.49,185.94,185.94,186.05,186.05,189.66,190.07,190.07,190.16,196.15,187.86
2022-2023,2015-16,90,08,81,Communication apparatus,131.57,131.76,132.07,135.64,135.8,136.25,136.48,153.13,175.72,176.67,180.39,180.49,150.5
2022-2023,2015-16,91,08,82,Communication Services,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53,108.53
2022-2023,2015-16,92,09,00,Recreation and culture,142.58,151.58,154.54,157.14,158.91,180.24,188.05,194.76,200.57,223.56,234.43,235.57,185.16
2022-2023,2015-16,93,09,83,Recreation and culture,123.92,124.75,125.13,126.27,130.23,131.77,134.01,136.14,143.02,144.24,144.68,145.01,134.1
2022-2023,2015-16,94,09,84,Text books,138.87,154.61,155.85,161.2,161.51,213.39,229.6,233.44,235.21,280.61,295.06,295.06,212.87
2022-2023,2015-16,95,09,85,Newspapers,157.93,157.93,157.93,157.93,157.93,157.93,157.93,157.93,157.93,157.93,209.69,209.69,166.56
2022-2023,2015-16,96,09,86,stationery,181.56,194.79,206.5,207.08,207.93,211.9,215.58,237.83,250.61,276.05,291.08,296.16,231.42
2022-2023,2015-16,97,10,00,Education,162.6,163.68,163.69,165.49,165.87,166.24,166.36,166.56,168.64,169.92,171.25,171.65,166.83
2022-2023,2015-16,98,10,87,Education,162.6,163.68,163.69,165.49,165.87,166.24,166.36,166.56,168.64,169.92,171.25,171.65,166.83
2022-2023,2015-16,99,11,00,Restaurants and hotels,178.75,182.8,187.9,193.58,196.97,200.18,207.39,216.08,225.06,226.36,237.02,240.11,207.68
2022-2023,2015-16,100,11,88,Readymade food,183.51,187.83,194.55,201.99,204.81,208.15,216.26,224.6,233.21,234.65,247.97,251.6,215.76
2022-2023,2015-16,101,11,89,Marriage Hall Charges,167.88,171.31,171.68,172.17,177.52,180.51,185.4,195.81,206.64,207.58,208.46,210.03,187.92
2022-2023,2015-16,102,11,90,Accommodation Services,122.86,123.61,123.76,124.74,126.05,126.49,126.49,127.23,127.26,127.33,156.41,157.13,130.78
2022-2023,2015-16,103,12,00,Misc. goods and services,179.12,185.12,192.34,195.11,198.51,203.2,209.39,219.3,224.93,234.41,243.64,246.46,210.96
2022-2023,2015-16,104,12,91,Personal Grooming Services,163.58,167.61,179.15,184.03,185.8,186.99,190.79,198.41,199.48,201.45,210.57,212.97,190.07
2022-2023,2015-16,105,12,92,Electrical Appliances for Personal,137.58,139.54,140.61,143.08,143.67,144.36,145.52,146.58,149.12,150.64,154.09,154.5,145.77
2022-2023,2015-16,106,12,93,Appliances/Articles/Products for P,167.02,174.2,179.75,184.04,185.91,189.12,191.37,200.88,207.49,215.6,220.85,227.2,195.29
2022-2023,2015-16,107,12,94,Personal Effects n.e.c.,232.52,236.64,245.79,241.97,251.72,264.28,285.15,298.7,305.23,325.77,347.98,340.13,281.32
2023-2024,2015-16,1,00,00,General,228.47,232.12,235.99,238.51,248.87,250.68,255.22,255.82,259.47,259.24,251.99,253.44,247.49
2023-2024,2015-16,2,01,00,Food and non-alcoholic Beverages,268.74,269.77,273.95,275.74,278.07,275.22,284.23,278.76,286.46,281.53,260.78,262.18,274.62
2023-2024,2015-16,3,01,01,Wheat,366.9,366.07,362.58,356.57,355.7,363.38,365.12,364.2,356.85,319.6,248.76,229.07,337.9
2023-2024,2015-16,4,01,02,Wheat flour,369.42,367.3,365.84,359,355.62,358.54,359.34,356.36,351.77,317.77,253.82,231.16,337.16
2023-2024,2015-16,5,01,03,Wheat products,307.14,322.66,324.05,321.48,321.76,324.07,324.65,324.8,325.81,324.39,311.01,286.91,318.23
2023-2024,2015-16,6,01,04,Besan,206.15,208.38,212.42,209.02,201.83,205.71,211.09,216.3,217.59,215.75,216.12,229.97,212.53
2023-2024,2015-16,7,01,05,Rice,325.07,333.77,338.34,338.52,333.57,324.72,327.22,328.7,328.95,329.95,321.96,308.6,328.28
2023-2024,2015-16,8,01,06,Bakery and confectionary,252.51,256.8,263,265.29,265.86,266.15,267.75,268.56,266.52,269.28,269.7,262.89,264.53
2023-2024,2015-16,9,01,07,Nimco,263.1,267.22,274.82,278.61,278.74,278.99,281.34,281.92,285.1,285.51,287.01,285.08,278.95
2023-2024,2015-16,10,01,08,Meat,259.29,262.96,265.01,267.24,268.2,268.73,273.76,277.13,288.2,293.8,305.73,308.21,278.19
2023-2024,2015-16,11,01,09,Chicken,309.64,290.25,255.94,255.61,249.02,238.56,313.57,312.3,295.01,358.08,231.76,251.04,280.07
2023-2024,2015-16,12,01,10,Fish,149.19,151.36,151.57,156.12,168.22,173.56,183.05,188.79,188.89,193.59,193.16,194.26,174.31
2023-2024,2015-16,13,01,11,Milk fresh,231.26,234.88,239.65,235.5,235.88,235.89,236.06,236.22,236.51,236.75,238.18,242.46,236.6
2023-2024,2015-16,14,01,12,Milk products,235.52,238.7,243.89,244.69,244.64,243.98,244.09,244.44,244.77,245.12,245.58,251.67,243.92
2023-2024,2015-16,15,01,13,Milk powder,230.45,243.18,249.53,250.11,250.5,251.17,251.56,251.65,251.64,255,256.2,256.69,249.81
2023-2024,2015-16,16,01,14,Eggs,287.81,334.61,339.37,359.89,385.64,403.9,473.47,320.66,311.74,298.32,303.09,287.57,342.17
2023-2024,2015-16,17,01,15,Butter,340.17,346.39,346.57,346.57,347.56,347.56,349.75,350.46,352.02,352.02,352.02,374.05,350.43
2023-2024,2015-16,18,01,16,Mustard oil,311.4,302.99,306.11,298.99,289.25,288.93,288.42,288.39,286.1,286.71,284.62,282.3,292.85
2023-2024,2015-16,19,01,17,Cooking oil,359.18,343.76,338.52,333.32,320.98,316.01,311.76,308.68,298.11,297.74,301.49,301.35,319.24
2023-2024,2015-16,20,01,18,Vegetable ghee,342.49,333.36,330.72,325.39,317.46,308.9,305.54,304.5,302.05,301.62,305.45,305.3,315.23
2023-2024,2015-16,21,01,19,Dry fruits,231.54,233.22,234.98,237.28,256.04,269.25,280.41,282.08,281.9,281.11,279.24,279.9,262.25
2023-2024,2015-16,22,01,20,Fresh fruits,225.17,169.56,177.13,188.62,188.06,184.95,191.69,204.85,249.72,247.35,227.41,237.93,207.7
2023-2024,2015-16,23,01,21,Pulse masoor,188.78,191.4,229.3,225.66,216.98,227.94,229.26,229.45,230.68,228.37,222.63,217.53,219.83
2023-2024,2015-16,24,01,22,Pulse moong,165.08,168.81,178.11,174.45,172.22,175.69,181.42,185.33,188.95,188.73,187.79,188.78,179.61
2023-2024,2015-16,25,01,23,Pulse mash,201.54,212.75,232.87,232.01,225.24,227.89,230.33,231.11,231.75,232.62,235.09,242.69,227.99
2023-2024,2015-16,26,01,24,Pulse gram,194.78,199.1,204.88,197.27,189.21,196.26,211.23,214.36,214.7,212.24,213.32,234.99,206.86
2023-2024,2015-16,27,01,25,Gram whohe,263.83,266.89,269.24,266.88,255.35,253.41,256.28,259.23,264.2,262.91,264.57,272.34,262.93
2023-2024,2015-16,28,01,26,Beans,289.79,304.47,326.2,331.12,330.76,339.57,347.47,349.03,350.16,350.12,363.8,369.74,337.69
2023-2024,2015-16,29,01,27,Potatoes,359.07,374.78,370.77,384.57,441.96,359.8,244.33,230.58,285.11,291.65,334.62,356.98,336.19
2023-2024,2015-16,30,01,28,Onions,145.69,138.77,193.34,268.19,301.22,394.09,503.91,463.69,593.72,501.2,244.84,295.59,337.02
2023-2024,2015-16,31,01,29,Tomatoes,176.86,310.12,267.31,259,415.49,239.9,307.74,230.75,351.06,329.19,160.56,223.12,272.59
2023-2024,2015-16,32,01,30,Fresh vegetables,235.4,194.96,217.91,256.56,268.02,262.21,283.99,263.32,297.07,261.47,241.27,236.14,251.53
2023-2024,2015-16,33,01,31,Sugar,222.7,242.8,267.76,240.36,219.86,225.35,231.86,230.28,231.78,229.56,230.91,229.96,233.6
2023-2024,2015-16,34,01,32,Gur,227.3,254.61,270.57,265.49,237.78,229.48,236.39,233.76,234.11,233.27,233.16,235.3,240.94
2023-2024,2015-16,35,01,33,Honey,173,173.05,173.05,173.14,174.32,174.47,176.68,182.3,182.53,182.34,183.04,183.14,177.59
2023-2024,2015-16,36,01,34,Sweetmeat,262.03,276.02,283.88,285.1,285.9,287.4,289.73,290.28,293.74,296.77,298.24,298.24,287.28
2023-2024,2015-16,37,01,35,Ice cream,196.57,196.84,198.04,199.28,198.48,198.48,198.48,198.48,198.48,198.51,198.48,198.73,198.24
2023-2024,2015-16,38,01,36,Condiments and Spices,266.94,312.26,331.92,341.44,314.36,309.81,315.19,318.53,320.44,319.47,311.54,319.33,315.1
2023-2024,2015-16,39,01,37,Dessert preparation,262.71,263.17,263.25,263.33,263.38,263.38,264.27,264.44,264.44,264.44,264.41,264.46,263.81
2023-2024,2015-16,40,01,38,Tea,342.05,342.05,339.55,333.87,377.09,344.84,361.83,333.34,333.43,332.73,332.73,332.73,342.19
2023-2024,2015-16,41,01,39,Beverages,213.44,226.62,230.27,232.51,234.43,234.84,238.57,240.37,244.57,244.51,245.4,244.98,235.88
2023-2024,2015-16,42,02,00,"Alcoholic Beverages, Tobacco",379.48,380.5,382.08,382.4,382.32,385.43,385.76,386.05,386.2,386.36,387.13,401.92,385.47
2023-2024,2015-16,43,02,40,Cigarettes,383.1,383.94,384.15,384.17,384.07,384.62,384.62,384.62,384.62,384.67,384.73,402.22,385.79
2023-2024,2015-16,44,02,41,Pan prepared,360.53,362.55,371.28,373.16,373.16,389.61,391.7,393.51,394.44,395.17,399.64,400.36,383.76
2023-2024,2015-16,45,03,00,Clothing and footwear,200.25,202.6,205.7,207.5,211.64,212.48,213.55,214.12,216.67,230.79,231.28,233.53,215.01
2023-2024,2015-16,46,03,42,Cotton cloth,224.29,225.25,234.02,236.67,244.87,245.08,245.13,246.53,248.8,273.04,273.95,275.45,247.76
2023-2024,2015-16,47,03,43,Woolen cloth,199.25,199.67,200.05,203.84,210.63,212.27,213.22,213.45,215.69,223.94,224.02,224.68,211.73
2023-2024,2015-16,48,03,44,Readymade garments,184.21,191.32,192.62,193.28,193.7,193.76,193.86,194.06,198.36,200.11,200.77,202.2,194.85
2023-2024,2015-16,49,03,45,Woolen readymade garments,186.87,187.07,187.07,191.48,207.1,215.42,230.16,230.65,230.68,230.68,230.68,230.68,213.21
2023-2024,2015-16,50,03,46,Tailoring,203.45,203.96,206.11,207.64,208.48,208.52,208.77,209.18,215.73,216.57,216.81,226.76,211
2023-2024,2015-16,51,03,47,Hosiry,195.3,198.09,199.47,200.93,202.42,203.89,205.32,205.69,206.99,207.84,208.93,211.97,203.9
2023-2024,2015-16,52,03,48,Dopatta,169.31,170.38,171.03,171.49,173.29,176.1,177.25,177.34,178.53,184.94,185.79,187.61,176.92
2023-2024,2015-16,53,03,49,Cleaning and laundring,243.56,245.32,246.86,249.2,249.62,249.82,250.04,252.12,252.5,253.08,253.74,253.83,249.97
2023-2024,2015-16,54,03,50,Footware,183.58,186.92,187.04,187.15,187.22,187.26,187.35,187.36,187.39,219.54,219.57,219.6,195
2023-2024,2015-16,55,04,00,"Housing, water, Elec., Gas and other fuels",186.79,188.75,189.18,194.82,229.11,236.27,241.33,247.13,250.13,246.31,243.36,246.77,225
2023-2024,2015-16,56,04,51,House rent,155.7,155.7,155.7,157.98,157.98,157.98,160.17,160.17,160.17,162.5,162.5,162.5,159.09
2023-2024,2015-16,57,04,52,Construcion input items,254.65,256.4,259.92,257.41,257.8,259.53,258.59,259.04,259.24,258.92,257.56,259.33,258.2
2023-2024,2015-16,58,04,53,Construction wage rates,204.06,208.16,208.9,210.83,210.88,212.02,212.13,212.27,213.53,213.75,213.78,214.4,211.23
2023-2024,2015-16,59,04,54,Water supply,175.56,196.07,196.48,198.12,199.06,199.06,199.06,199.06,199.06,199.06,199.4,199.4,196.62
2023-2024,2015-16,60,04,55,Garbage collection,209.88,232.54,237.56,239.88,240.04,240.04,243.95,243.95,246.85,247.08,247.08,249.68,239.88
2023-2024,2015-16,61,04,56,Electricity charges,266.13,269.77,268.81,291.1,259.91,300.86,320.26,323.15,339.66,307.4,293.57,317.36,296.5
2023-2024,2015-16,62,04,57,Gas charges,353.22,353.22,353.22,353.22,1344.19,1344.19,1344.19,1479.08,1479.08,1479.08,1479.08,1479.08,1070.07
2023-2024,2015-16,63,04,58,Liquified Hydrocarbons,255.87,293.34,320.41,332.8,322.36,330.95,339.32,333.6,343.26,341.19,308.96,275.54,316.47
2023-2024,2015-16,64,04,59,Solid Fuel,179.19,185.07,185.35,185.98,192.53,197.2,201.02,202.61,203.06,203.67,202.86,202.07,195.05
2023-2024,2015-16,65,05,00,Furnishing and household equipment maintenance,237.21,243,246.47,248.56,250.25,252.29,253.34,255.2,256.37,257.23,257.55,258.39,251.32
2023-2024,2015-16,66,05,60,Furniture and furnishing,209.14,216.34,219.12,223.42,225.26,234.17,237.67,241.9,243.45,243.67,244.56,245.76,232.04
2023-2024,2015-16,67,05,61,Carpets,144.9,145.08,145.88,146,146.55,147.23,147.94,148.03,148.03,148.08,148.38,148.42,147.04
2023-2024,2015-16,68,05,62,Household textiles,168.76,169.11,169.55,172.37,176.86,180.4,182.37,182.52,182.73,183.22,183.6,184.36,177.99
2023-2024,2015-16,69,05,63,Household equipments,240.39,243.38,245.76,247.68,248.41,249.94,250.74,251.31,251.94,253.43,253.08,253.69,249.15
2023-2024,2015-16,70,05,64,Plastic products,190.7,191.57,197.77,198.88,199.43,202.12,204.11,204.5,205.44,206.18,206.97,206.97,201.22
2023-2024,2015-16,71,05,65,Major tools & equipments,209.47,210.49,213.59,216.94,218.33,220.42,221.17,221.18,222.76,224.12,224.12,225.82,219.03
